"","year","iso3","nid","survey_series","drop.mn","drop.wn","drop.both"
"892",2012,"TZA",294725,"IPUMS_CENSUS",0,0,0
"894",2002,"TZA",43212,"IPUMS_CENSUS",0,0,0
"896",2010,"TZA",93807,"WB_LSMS",0,0,0
"898",2014,"UGA",157065,"MACRO_MIS",NA,0,0
"899",2006,"UGA",21014,"MACRO_DHS",0,0,0
"901",2016,"UGA",286780,"MACRO_DHS",0,0,0
"903",2011,"UGA",55973,"MACRO_AIS",0,0,0
"905",2011,"UGA",56021,"MACRO_DHS",0,0,0
"907",2000,"UGA",20993,"MACRO_DHS",0,0,0
"909",2002,"UGA",43328,"IPUMS_CENSUS",0,0,0
"911",2004,"UGA",13084,"MACRO_AIS",0,0,0
"913",2012,"URY",214734,"UNICEF_MICS",0,0,0
"915",2003,"URY",21930,"WHO_WHS",0,0,0
"917",2011,"URY",151322,"IPUMS_CENSUS",0,0,0
"919",2006,"URY",56577,"IPUMS_CENSUS",0,0,0
"921",2000,"UZB",13436,"UNICEF_MICS",0,0,0
"923",2006,"UZB",13445,"UNICEF_MICS",0,0,0
"925",2002,"UZB",21039,"MACRO_DHS",0,0,0
"927",2001,"VEN",43412,"IPUMS_CENSUS",0,0,0
"931",2005,"VNM",13544,"MACRO_AIS",0,0,0
"933",2013,"VNM",152735,"UNICEF_MICS",0,0,0
"935",2002,"VNM",21058,"MACRO_DHS",0,0,0
"937",2010,"VNM",57999,"UNICEF_MICS",0,0,0
"939",2006,"VNM",13719,"UNICEF_MICS",0,0,0
"941",2004,"VNM",13693,"WB_LSMS",0,0,0
"943",2000,"VNM",13708,"UNICEF_MICS",0,0,0
"945",2007,"VUT",13465,"UNICEF_MICS",0,0,0
"947",2006,"YEM",13816,"UNICEF_MICS",0,0,0
"949",2012,"YEM",249499,"COUNTRY_SPECIFIC",1,1,1
"951",1998,"ZAF",20796,"MACRO_DHS",0,0,0
"953",2011,"ZAF",227194,"IPUMS_CENSUS",0,0,0
"955",2001,"ZAF",43152,"IPUMS_CENSUS",0,0,0
"957",2007,"ZAF",43158,"IPUMS_CENSUS",0,0,0
"959",2010,"ZAF",115490,"COUNTRY_SPECIFIC",0,0,0
"961",2003,"ZAF",11787,"COUNTRY_SPECIFIC",0,0,0
"963",2003,"ZAF",21864,"WHO_WHS",0,0,0
"965",2016,"ZAF",280803,"COUNTRY_SPECIFIC",0,0,0
"967",2001,"ZMB",21102,"MACRO_DHS",0,0,0
"969",2007,"ZMB",21117,"MACRO_DHS",0,0,0
"971",2002,"ZMB",27898,"MACRO_DHS",0,0,0
"973",2013,"ZMB",77516,"MACRO_DHS",0,0,0
"975",1999,"ZMB",14122,"UNICEF_MICS",0,0,0
"977",2000,"ZMB",151325,"IPUMS_CENSUS",0,0,0
"979",2010,"ZMB",151326,"IPUMS_CENSUS",0,0,0
"981",2003,"ZMB",21946,"WHO_WHS",0,0,0
"983",2014,"ZWE",152720,"UNICEF_MICS",0,0,0
"985",2015,"ZWE",157066,"MACRO_DHS",0,0,0
"987",1999,"ZWE",21151,"MACRO_DHS",0,0,0
"989",2009,"ZWE",35493,"UNICEF_MICS",0,0,0
"991",2010,"ZWE",55992,"MACRO_DHS",0,0,0
"993",2005,"ZWE",21163,"MACRO_DHS",0,0,0
"995",2003,"ZWE",21954,"WHO_WHS",0,0,0
